id,type,item name,price,quantity,vendor
2843014,chemicals,Sulfurous Acid - 9.9 M,19.27,37,Stroustrup Manufacturing
2840050,electronics,7-gate NOT Gate,21.13,223,Stroustrup Manufacturing
2843015,chemicals,Acetic Acid - 14.9 M,17.28,50,Hejlsberg Industries
2843016,chemicals,Sulfurous Acid - 5.6 M,23.79,360,Stroustrup Manufacturing
2843017,chemicals,Potassium Chloride - 1.2 M,29.43,107,Stroustrup Manufacturing
2840051,electronics,2-gate OR Gate,11.48,46,Hejlsberg Industries
2843018,chemicals,Potassium Chloride - 12.0 M,25.03,211,Gosling Goods
2843019,chemicals,Sulfurous Acid - 0.3 M,37.46,318,K+R Industries
2843020,chemicals,Potassium Chloride - 3.8 M,26.76,47,Stroustrup Manufacturing
2843021,chemicals,Hydrochloric Acid - 8.6 M,38.57,247,K+R Industries
2843022,chemicals,Hydrochloric Acid - 11.0 M,25.04,14,K+R Industries
2843023,chemicals,Sodium Hydroxide - 5.2 M,8.82,341,Gosling Goods
2843024,chemicals,Sodium Hydroxide - 7.7 M,35.11,393,Hejlsberg Industries
2843025,chemicals,Sulfuric Acid - 0.9 M,5.86,155,Newman Niceties
2843026,chemicals,Sulfurous Acid - 14.1 M,28.52,173,Gosling Goods
2843027,chemicals,Potassium Chloride - 8.6 M,16.15,128,Newman Niceties
2843028,chemicals,Sodium Hydroxide - 12.8 M,34.65,365,Gosling Goods
2843029,chemicals,Potassium Chloride - 6.0 M,16.93,378,Newman Niceties
2843030,chemicals,Sulfuric Acid - 8.7 M,6.1,393,Stroustrup Manufacturing
2843031,chemicals,Acetic Acid - 10.9 M,24.94,192,Newman Niceties
2843032,chemicals,Acetic Acid - 5.9 M,12.4,183,Stroustrup Manufacturing
2843033,chemicals,Acetic Acid - 9.1 M,12.96,136,Van Rossum Recycling
2843034,chemicals,Acetic Acid - 7.8 M,12.64,196,Hejlsberg Industries
2843035,chemicals,Sodium Hydroxide - 10.5 M,4.39,362,Newman Niceties
2843036,chemicals,Sulfuric Acid - 1.7 M,13.36,184,K+R Industries
2843037,chemicals,Acetic Acid - 13.5 M,0.16,251,Newman Niceties
2843038,chemicals,Sulfuric Acid - 6.5 M,20.25,332,Van Rossum Recycling
2843039,chemicals,Hydrochloric Acid - 3.9 M,20.5,295,Gosling Goods
2843040,chemicals,Sulfuric Acid - 1.4 M,10.55,28,K+R Industries
2843041,chemicals,Sodium Hydroxide - 3.9 M,13.65,22,K+R Industries
2840052,electronics,1K Resistor,33.87,272,Stroustrup Manufacturing
2843042,chemicals,Potassium Chloride - 0.1 M,0.63,124,Gosling Goods
2843043,chemicals,Sodium Hydroxide - 13.2 M,21.82,171,K+R Industries
2843044,chemicals,Sodium Hydroxide - 14.1 M,29.29,351,K+R Industries
2843045,chemicals,Sodium Hydroxide - 11.5 M,9.95,179,Van Rossum Recycling
2843046,chemicals,Acetic Acid - 13.5 M,20.22,6,Hejlsberg Industries
2843047,chemicals,Potassium Chloride - 5.0 M,25.25,121,Newman Niceties
2843048,chemicals,Hydrochloric Acid - 5.9 M,34.02,390,Stroustrup Manufacturing
2843049,chemicals,Potassium Chloride - 0.9 M,22.74,154,Van Rossum Recycling
2843050,chemicals,Acetic Acid - 11.7 M,18.54,188,Hejlsberg Industries
2843051,chemicals,Sulfuric Acid - 3.5 M,18.85,376,Gosling Goods
2843052,chemicals,Potassium Chloride - 11.4 M,23.99,151,Gosling Goods
2843053,chemicals,Hydrochloric Acid - 2.6 M,23.4,366,Gosling Goods
2843054,chemicals,Sulfurous Acid - 7.4 M,37.7,75,K+R Industries
2840053,electronics,4-gate XNOR Gate,32.7,307,K+R Industries
2843055,chemicals,Sulfuric Acid - 3.3 M,25.08,360,Newman Niceties
2843056,chemicals,Sodium Hydroxide - 6.1 M,10.12,399,Newman Niceties
2843057,chemicals,Sulfuric Acid - 9.7 M,39.38,385,Van Rossum Recycling
2843058,chemicals,Sodium Hydroxide - 10.0 M,15.68,88,K+R Industries
2843059,chemicals,Hydrochloric Acid - 0.5 M,30.99,148,Hejlsberg Industries
2843060,chemicals,Sodium Hydroxide - 3.2 M,33.97,107,Van Rossum Recycling
2843061,chemicals,Potassium Chloride - 12.2 M,17.93,190,Van Rossum Recycling
2843062,chemicals,Sulfuric Acid - 2.5 M,25.76,99,Van Rossum Recycling
2843063,chemicals,Sulfuric Acid - 10.5 M,1.82,272,Van Rossum Recycling
2843064,chemicals,Potassium Chloride - 7.9 M,30.78,282,Gosling Goods
2843065,chemicals,Sulfuric Acid - 6.0 M,23.21,216,Hejlsberg Industries
2843066,chemicals,Sulfuric Acid - 2.9 M,31.31,177,Stroustrup Manufacturing
2843067,chemicals,Sulfurous Acid - 5.0 M,20.41,187,Gosling Goods
2840054,electronics,4-gate NOT Gate,28.95,171,Stroustrup Manufacturing
2843068,chemicals,Acetic Acid - 10.9 M,3.47,84,Hejlsberg Industries
2843069,chemicals,Hydrochloric Acid - 13.4 M,10.53,57,K+R Industries
2843070,chemicals,Potassium Chloride - 14.5 M,5.81,364,Van Rossum Recycling
2843071,chemicals,Sulfurous Acid - 7.7 M,32.31,342,Hejlsberg Industries
2843072,chemicals,Hydrochloric Acid - 6.7 M,4.31,328,Gosling Goods
2843073,chemicals,Potassium Chloride - 10.5 M,32.17,203,Newman Niceties
2843074,chemicals,Sodium Hydroxide - 2.4 M,8.85,200,K+R Industries
2843075,chemicals,Sodium Hydroxide - 9.7 M,28.83,210,Newman Niceties
2843076,chemicals,Sulfurous Acid - 3.0 M,36.23,187,Hejlsberg Industries
2843077,chemicals,Sulfurous Acid - 9.4 M,14.59,222,K+R Industries
2843078,chemicals,Sulfurous Acid - 13.8 M,36.25,110,Newman Niceties
2843079,chemicals,Sulfurous Acid - 8.2 M,2.15,18,Hejlsberg Industries
2843080,chemicals,Sodium Hydroxide - 3.1 M,24.53,108,Stroustrup Manufacturing
2840055,electronics,4-gate AND Gate,15.35,51,Stroustrup Manufacturing
2843081,chemicals,Sulfuric Acid - 12.1 M,11.18,315,Newman Niceties
2843082,chemicals,Hydrochloric Acid - 7.7 M,25.38,15,K+R Industries
2843083,chemicals,Sulfuric Acid - 0.4 M,28.53,111,Van Rossum Recycling
2843084,chemicals,Potassium Chloride - 12.1 M,8.56,84,Newman Niceties
2843085,chemicals,Sulfurous Acid - 7.2 M,38.59,137,Newman Niceties
2843086,chemicals,Sulfuric Acid - 6.8 M,36.19,337,Newman Niceties
2843087,chemicals,Hydrochloric Acid - 1.7 M,14.9,315,K+R Industries
2843088,chemicals,Acetic Acid - 2.1 M,31.99,36,Newman Niceties
2843089,chemicals,Potassium Chloride - 14.0 M,13.59,284,Van Rossum Recycling
2843090,chemicals,Hydrochloric Acid - 9.1 M,38.06,57,Van Rossum Recycling
2843091,chemicals,Hydrochloric Acid - 13.8 M,30.79,52,Gosling Goods
2843092,chemicals,Sulfurous Acid - 7.4 M,18.51,324,Hejlsberg Industries
2843093,chemicals,Hydrochloric Acid - 7.2 M,10.72,205,K+R Industries
2840056,electronics,4-gate XNOR Gate,21.41,261,Hejlsberg Industries
2843094,chemicals,Potassium Chloride - 1.9 M,8.11,392,Newman Niceties
2843095,chemicals,Potassium Chloride - 2.8 M,32.41,321,Stroustrup Manufacturing
2843096,chemicals,Potassium Chloride - 7.4 M,19.63,255,K+R Industries
2843097,chemicals,Potassium Chloride - 10.3 M,38.09,237,Van Rossum Recycling
2843098,chemicals,Acetic Acid - 9.2 M,29.49,110,Van Rossum Recycling
2843099,chemicals,Potassium Chloride - 3.2 M,18.94,365,Van Rossum Recycling
2843100,chemicals,Hydrochloric Acid - 4.0 M,32.62,24,K+R Industries
2843101,chemicals,Sulfurous Acid - 11.3 M,14.02,111,Gosling Goods
2843102,chemicals,Acetic Acid - 14.3 M,7.14,280,Hejlsberg Industries
2843103,chemicals,Potassium Chloride - 13.9 M,31.24,347,K+R Industries
2843104,chemicals,Sulfurous Acid - 14.0 M,33.45,5,Newman Niceties
2843105,chemicals,Sulfuric Acid - 9.6 M,9.63,135,Hejlsberg Industries
2843106,chemicals,Sulfurous Acid - 7.0 M,33.24,380,Van Rossum Recycling
2840057,electronics,2-gate NOR Gate,35.38,366,Gosling Goods
2843107,chemicals,Sodium Hydroxide - 8.3 M,19.82,127,Stroustrup Manufacturing
2843108,chemicals,Sulfurous Acid - 2.1 M,2.65,119,Hejlsberg Industries
2843109,chemicals,Potassium Chloride - 2.5 M,1.21,114,Van Rossum Recycling
2843110,chemicals,Sodium Hydroxide - 11.1 M,20.12,161,Hejlsberg Industries
2843111,chemicals,Sodium Hydroxide - 10.9 M,0.6,58,Gosling Goods
2843112,chemicals,Sodium Hydroxide - 7.0 M,4.37,386,Van Rossum Recycling
2843113,chemicals,Sulfurous Acid - 6.0 M,22.32,46,Newman Niceties
2843114,chemicals,Potassium Chloride - 12.6 M,32.93,134,Hejlsberg Industries
2840058,electronics,PMOS Transistor,23.72,316,Van Rossum Recycling
2843115,chemicals,Acetic Acid - 12.0 M,20.3,55,Newman Niceties
2843116,chemicals,Sulfuric Acid - 8.0 M,20.75,30,Hejlsberg Industries
2843117,chemicals,Sodium Hydroxide - 3.4 M,31.19,92,Van Rossum Recycling
2843118,chemicals,Potassium Chloride - 4.1 M,22.58,216,Stroustrup Manufacturing
2843119,chemicals,Sodium Hydroxide - 0.4 M,32.92,398,Stroustrup Manufacturing
2843120,chemicals,Acetic Acid - 0.9 M,18.14,229,Gosling Goods
2843121,chemicals,Sodium Hydroxide - 10.1 M,29.84,70,Gosling Goods
2843122,chemicals,Acetic Acid - 13.4 M,13.17,340,Newman Niceties
2843123,chemicals,Sulfuric Acid - 11.7 M,27.26,183,Van Rossum Recycling
2843124,chemicals,Sulfuric Acid - 1.1 M,0.96,274,K+R Industries
2843125,chemicals,Sulfurous Acid - 2.5 M,3.11,110,K+R Industries
2843126,chemicals,Sulfurous Acid - 9.5 M,12.88,80,Gosling Goods
2843127,chemicals,Sodium Hydroxide - 8.3 M,38.31,228,K+R Industries
2843128,chemicals,Hydrochloric Acid - 11.2 M,3.12,130,Newman Niceties
2843129,chemicals,Sodium Hydroxide - 1.1 M,1.14,166,Newman Niceties
2843130,chemicals,Potassium Chloride - 11.2 M,1.83,380,Gosling Goods
2843131,chemicals,Sulfurous Acid - 5.9 M,29.5,216,Stroustrup Manufacturing
2843132,chemicals,Potassium Chloride - 0.4 M,0.65,244,Stroustrup Manufacturing
2843133,chemicals,Sodium Hydroxide - 5.0 M,22.68,27,Hejlsberg Industries
2840059,electronics,3-gate NAND Gate,22.69,100,K+R Industries
2843134,chemicals,Hydrochloric Acid - 5.4 M,27.79,349,Gosling Goods
2840060,electronics,3-gate NOT Gate,12.71,385,Van Rossum Recycling
2843135,chemicals,Potassium Chloride - 2.8 M,24.46,10,K+R Industries
2843136,chemicals,Sulfuric Acid - 1.1 M,5.72,271,Stroustrup Manufacturing
2843137,chemicals,Hydrochloric Acid - 7.2 M,23.81,95,Stroustrup Manufacturing
2843138,chemicals,Acetic Acid - 14.8 M,27.15,64,K+R Industries
2843139,chemicals,Sulfuric Acid - 6.2 M,23.44,266,Stroustrup Manufacturing
2843140,chemicals,Potassium Chloride - 12.5 M,7.48,204,Hejlsberg Industries
2840061,electronics,6-gate NAND Gate,10.64,51,Newman Niceties
2840062,electronics,6-gate NOT Gate,13.55,72,Hejlsberg Industries
2843141,chemicals,Hydrochloric Acid - 8.1 M,26.77,109,Van Rossum Recycling
2843142,chemicals,Potassium Chloride - 4.1 M,38.75,229,K+R Industries
2843143,chemicals,Sulfurous Acid - 9.1 M,24.22,178,Van Rossum Recycling
2843144,chemicals,Sulfurous Acid - 0.5 M,17.1,304,Gosling Goods
2840063,electronics,7-gate NOT Gate,6.05,223,Gosling Goods
2843145,chemicals,Sodium Hydroxide - 10.2 M,30.87,36,Gosling Goods
2843146,chemicals,Sulfurous Acid - 10.3 M,35.13,104,Hejlsberg Industries
2840064,electronics,8-gate XOR Gate,5.43,44,Stroustrup Manufacturing
2843147,chemicals,Acetic Acid - 13.2 M,4.0,123,Newman Niceties
2843148,chemicals,Sulfuric Acid - 10.8 M,0.79,200,Hejlsberg Industries
2843149,chemicals,Sulfurous Acid - 1.4 M,33.87,145,Gosling Goods
2843150,chemicals,Acetic Acid - 10.5 M,8.69,21,Gosling Goods
2843151,chemicals,Sodium Hydroxide - 9.3 M,35.16,218,K+R Industries
2843152,chemicals,Hydrochloric Acid - 14.6 M,7.58,5,Hejlsberg Industries
2843153,chemicals,Hydrochloric Acid - 12.9 M,4.18,22,Newman Niceties
2843154,chemicals,Potassium Chloride - 8.7 M,29.22,31,Van Rossum Recycling
2843155,chemicals,Acetic Acid - 3.9 M,31.05,35,Gosling Goods
2843156,chemicals,Sodium Hydroxide - 13.7 M,27.32,337,Newman Niceties
2843157,chemicals,Sulfurous Acid - 5.1 M,14.27,45,K+R Industries
2843158,chemicals,Sodium Hydroxide - 2.6 M,7.35,129,K+R Industries
2843159,chemicals,Acetic Acid - 14.2 M,9.19,137,Van Rossum Recycling
2843160,chemicals,Acetic Acid - 14.3 M,34.95,93,Stroustrup Manufacturing
2843161,chemicals,Acetic Acid - 7.3 M,34.54,113,Van Rossum Recycling
2843162,chemicals,Sulfuric Acid - 10.7 M,38.07,394,K+R Industries
2843163,chemicals,Sulfuric Acid - 2.7 M,30.4,374,Gosling Goods
2840065,electronics,1K Resistor,8.02,310,K+R Industries
2843164,chemicals,Sulfuric Acid - 13.1 M,18.9,374,Hejlsberg Industries
2843165,chemicals,Potassium Chloride - 2.4 M,33.13,7,Van Rossum Recycling
2843166,chemicals,Potassium Chloride - 13.8 M,22.11,198,Newman Niceties
2843167,chemicals,Sodium Hydroxide - 3.1 M,8.68,280,K+R Industries
2843168,chemicals,Sodium Hydroxide - 13.2 M,27.3,200,Stroustrup Manufacturing
2843169,chemicals,Sulfurous Acid - 6.7 M,20.03,104,Van Rossum Recycling
2843170,chemicals,Hydrochloric Acid - 10.5 M,15.63,267,Van Rossum Recycling
2843171,chemicals,Sulfurous Acid - 2.6 M,12.8,86,Hejlsberg Industries
2843172,chemicals,Sulfurous Acid - 9.4 M,25.51,89,Stroustrup Manufacturing
2840066,electronics,5-gate NOT Gate,21.44,237,Newman Niceties
2843173,chemicals,Hydrochloric Acid - 1.7 M,14.91,169,Stroustrup Manufacturing
2843174,chemicals,Sulfurous Acid - 12.2 M,21.12,234,K+R Industries
2843175,chemicals,Acetic Acid - 9.4 M,4.0,53,Gosling Goods
2843176,chemicals,Acetic Acid - 0.4 M,21.01,377,Van Rossum Recycling
2843177,chemicals,Hydrochloric Acid - 1.8 M,36.47,249,Gosling Goods
2843178,chemicals,Sulfuric Acid - 0.5 M,2.94,254,Stroustrup Manufacturing
2843179,chemicals,Sodium Hydroxide - 6.6 M,9.5,219,Gosling Goods
2843180,chemicals,Acetic Acid - 5.1 M,13.91,147,Gosling Goods
2843181,chemicals,Hydrochloric Acid - 12.6 M,20.98,6,Gosling Goods
2843182,chemicals,Sulfuric Acid - 2.9 M,5.03,384,K+R Industries
2843183,chemicals,Sulfuric Acid - 13.5 M,8.91,179,Stroustrup Manufacturing
2843184,chemicals,Hydrochloric Acid - 11.5 M,16.73,220,Van Rossum Recycling
2843185,chemicals,Acetic Acid - 12.4 M,23.92,191,Van Rossum Recycling
2843186,chemicals,Hydrochloric Acid - 5.4 M,34.17,231,K+R Industries
2843187,chemicals,Sulfuric Acid - 5.9 M,7.62,46,Stroustrup Manufacturing
2843188,chemicals,Potassium Chloride - 1.7 M,3.9,165,K+R Industries
2843189,chemicals,Sodium Hydroxide - 10.8 M,7.35,236,Hejlsberg Industries
2843190,chemicals,Sodium Hydroxide - 5.2 M,4.11,56,K+R Industries
2843191,chemicals,Hydrochloric Acid - 9.3 M,2.52,190,Stroustrup Manufacturing
2843192,chemicals,Sodium Hydroxide - 10.4 M,34.06,188,Stroustrup Manufacturing
2843193,chemicals,Hydrochloric Acid - 11.3 M,25.78,333,Hejlsberg Industries
2843194,chemicals,Sodium Hydroxide - 8.9 M,7.16,372,Gosling Goods
2843195,chemicals,Acetic Acid - 4.3 M,15.64,355,K+R Industries
2843196,chemicals,Sodium Hydroxide - 7.3 M,14.47,291,Newman Niceties
2843197,chemicals,Sulfuric Acid - 14.9 M,10.51,67,Stroustrup Manufacturing
2843198,chemicals,Sulfuric Acid - 7.0 M,12.26,286,Newman Niceties
2843199,chemicals,Potassium Chloride - 9.5 M,4.97,142,Gosling Goods
2843200,chemicals,Sodium Hydroxide - 9.5 M,11.8,256,Newman Niceties
2843201,chemicals,Sulfuric Acid - 6.0 M,0.4,246,Stroustrup Manufacturing
2843202,chemicals,Sulfuric Acid - 1.1 M,38.94,51,Gosling Goods
2843203,chemicals,Sulfuric Acid - 1.4 M,39.48,302,Gosling Goods
2843204,chemicals,Sulfuric Acid - 10.3 M,0.65,235,Stroustrup Manufacturing
2843205,chemicals,Sulfurous Acid - 14.5 M,29.94,99,Hejlsberg Industries
2843206,chemicals,Hydrochloric Acid - 3.1 M,37.09,223,Gosling Goods
2843207,chemicals,Sulfurous Acid - 5.9 M,18.7,17,Hejlsberg Industries
2843208,chemicals,Potassium Chloride - 2.7 M,29.84,219,Stroustrup Manufacturing
2843209,chemicals,Sodium Hydroxide - 3.4 M,27.96,329,Stroustrup Manufacturing
2843210,chemicals,Hydrochloric Acid - 5.2 M,7.89,154,Van Rossum Recycling
2843211,chemicals,Sulfuric Acid - 11.5 M,18.49,213,Newman Niceties
2843212,chemicals,Acetic Acid - 11.1 M,23.65,208,K+R Industries
2843213,chemicals,Acetic Acid - 11.5 M,3.15,13,K+R Industries
2843214,chemicals,Sodium Hydroxide - 14.0 M,36.43,350,Stroustrup Manufacturing
2843215,chemicals,Hydrochloric Acid - 6.8 M,17.54,53,Hejlsberg Industries
2843216,chemicals,Sodium Hydroxide - 11.9 M,19.31,9,K+R Industries
2840067,electronics,8-gate NOR Gate,12.65,269,Newman Niceties
2843217,chemicals,Sulfuric Acid - 6.2 M,30.62,122,Hejlsberg Industries
2840068,electronics,6-gate NOT Gate,38.08,20,Stroustrup Manufacturing
2843218,chemicals,Potassium Chloride - 0.1 M,25.46,161,Newman Niceties
2843219,chemicals,Sulfuric Acid - 9.7 M,36.69,107,Gosling Goods
2843220,chemicals,Sulfurous Acid - 6.1 M,37.09,142,K+R Industries
2843221,chemicals,Sodium Hydroxide - 6.9 M,36.98,209,Newman Niceties
2843222,chemicals,Potassium Chloride - 1.4 M,7.09,158,Newman Niceties
2843223,chemicals,Sulfuric Acid - 1.1 M,29.92,257,Van Rossum Recycling
2843224,chemicals,Acetic Acid - 10.6 M,5.37,261,K+R Industries
2843225,chemicals,Sulfuric Acid - 6.1 M,30.29,233,K+R Industries
2843226,chemicals,Sodium Hydroxide - 6.4 M,18.4,149,K+R Industries
2840069,electronics,3-gate NOT Gate,7.44,31,Stroustrup Manufacturing
2843227,chemicals,Sulfuric Acid - 0.5 M,33.83,381,Van Rossum Recycling
2843228,chemicals,Hydrochloric Acid - 8.4 M,15.16,154,Stroustrup Manufacturing
2843229,chemicals,Acetic Acid - 9.3 M,31.58,84,K+R Industries
2843230,chemicals,Potassium Chloride - 6.9 M,3.01,125,Gosling Goods
2843231,chemicals,Potassium Chloride - 4.5 M,1.75,105,Van Rossum Recycling
2843232,chemicals,Hydrochloric Acid - 4.2 M,5.77,69,Van Rossum Recycling
2843233,chemicals,Potassium Chloride - 9.1 M,32.38,398,Van Rossum Recycling
2843234,chemicals,Sulfurous Acid - 7.1 M,13.13,321,Newman Niceties
2843235,chemicals,Sulfurous Acid - 5.6 M,36.56,66,K+R Industries
2843236,chemicals,Sodium Hydroxide - 3.6 M,8.97,155,K+R Industries
2843237,chemicals,Hydrochloric Acid - 8.6 M,16.01,119,Stroustrup Manufacturing
2843238,chemicals,Sodium Hydroxide - 0.8 M,36.69,149,Van Rossum Recycling
2843239,chemicals,Sulfurous Acid - 0.3 M,37.69,34,Stroustrup Manufacturing
2843240,chemicals,Sulfuric Acid - 11.0 M,25.33,140,Stroustrup Manufacturing
2843241,chemicals,Sulfurous Acid - 14.8 M,8.33,182,Newman Niceties
2843242,chemicals,Hydrochloric Acid - 6.2 M,1.06,319,Hejlsberg Industries
2843243,chemicals,Sulfurous Acid - 1.3 M,38.68,354,Newman Niceties
2843244,chemicals,Hydrochloric Acid - 14.9 M,27.57,114,Gosling Goods
2843245,chemicals,Sulfuric Acid - 14.1 M,3.4,170,Gosling Goods
2843246,chemicals,Hydrochloric Acid - 12.0 M,23.65,228,Newman Niceties
2843247,chemicals,Sodium Hydroxide - 13.8 M,5.24,310,Stroustrup Manufacturing
2843248,chemicals,Hydrochloric Acid - 14.6 M,0.8,257,Van Rossum Recycling
2843249,chemicals,Potassium Chloride - 9.8 M,16.84,228,Newman Niceties
2843250,chemicals,Sulfuric Acid - 2.5 M,19.18,161,K+R Industries
2843251,chemicals,Sodium Hydroxide - 14.1 M,0.97,25,Newman Niceties
2843252,chemicals,Acetic Acid - 12.0 M,7.26,333,Hejlsberg Industries
2843253,chemicals,Potassium Chloride - 5.9 M,4.81,291,Hejlsberg Industries
2843254,chemicals,Sulfuric Acid - 6.8 M,0.67,339,Gosling Goods
2843255,chemicals,Sulfuric Acid - 12.6 M,18.0,333,Van Rossum Recycling
2843256,chemicals,Potassium Chloride - 6.4 M,25.21,153,Newman Niceties
2843257,chemicals,Acetic Acid - 13.0 M,35.92,356,Hejlsberg Industries
2843258,chemicals,Sulfuric Acid - 12.1 M,18.73,355,Gosling Goods
2843259,chemicals,Potassium Chloride - 5.6 M,21.79,24,Hejlsberg Industries
2840070,electronics,2-gate XNOR Gate,10.4,170,Stroustrup Manufacturing
2843260,chemicals,Acetic Acid - 4.5 M,21.85,360,Van Rossum Recycling
2843261,chemicals,Sodium Hydroxide - 9.6 M,21.17,350,Gosling Goods
2843262,chemicals,Hydrochloric Acid - 13.2 M,18.5,333,Gosling Goods
2843263,chemicals,Potassium Chloride - 2.5 M,29.53,300,Stroustrup Manufacturing
2843264,chemicals,Sulfurous Acid - 6.6 M,1.98,69,Gosling Goods
2843265,chemicals,Potassium Chloride - 13.8 M,15.89,160,Gosling Goods
2843266,chemicals,Hydrochloric Acid - 4.1 M,39.74,382,K+R Industries
2843267,chemicals,Sulfuric Acid - 12.0 M,18.93,23,Hejlsberg Industries
2843268,chemicals,Sulfuric Acid - 12.5 M,36.71,309,Hejlsberg Industries
2843269,chemicals,Sulfurous Acid - 7.5 M,35.61,357,K+R Industries
2843270,chemicals,Sulfurous Acid - 7.0 M,25.85,85,Stroustrup Manufacturing
2843271,chemicals,Sodium Hydroxide - 10.0 M,35.86,79,Newman Niceties
2843272,chemicals,Sulfuric Acid - 2.1 M,37.29,227,K+R Industries
2843273,chemicals,Hydrochloric Acid - 1.7 M,16.42,67,Van Rossum Recycling
2843274,chemicals,Sulfuric Acid - 0.4 M,37.4,15,K+R Industries
2843275,chemicals,Sulfuric Acid - 13.4 M,12.02,35,Van Rossum Recycling
2843276,chemicals,Hydrochloric Acid - 2.7 M,8.99,382,Newman Niceties
2843277,chemicals,Sodium Hydroxide - 11.1 M,3.15,67,Van Rossum Recycling
2843278,chemicals,Sodium Hydroxide - 7.7 M,0.14,167,Gosling Goods
2843279,chemicals,Sulfurous Acid - 9.4 M,16.39,177,Van Rossum Recycling
2843280,chemicals,Potassium Chloride - 10.3 M,36.04,299,Stroustrup Manufacturing
2843281,chemicals,Acetic Acid - 5.8 M,20.45,255,Newman Niceties
2843282,chemicals,Hydrochloric Acid - 7.1 M,32.25,292,Hejlsberg Industries
2843283,chemicals,Hydrochloric Acid - 13.3 M,31.54,397,Hejlsberg Industries
2843284,chemicals,Sodium Hydroxide - 14.9 M,2.81,153,Stroustrup Manufacturing
2843285,chemicals,Hydrochloric Acid - 10.5 M,3.25,15,K+R Industries
2843286,chemicals,Acetic Acid - 13.8 M,11.06,356,Hejlsberg Industries
2843287,chemicals,Potassium Chloride - 2.4 M,0.24,50,K+R Industries
2840071,electronics,1K Resistor,39.49,120,Van Rossum Recycling
2843288,chemicals,Potassium Chloride - 4.3 M,19.8,288,Stroustrup Manufacturing
2843289,chemicals,Hydrochloric Acid - 2.6 M,27.5,36,Stroustrup Manufacturing
2840072,electronics,100K Resistor,20.23,11,Stroustrup Manufacturing
2843290,chemicals,Sulfuric Acid - 12.6 M,5.66,27,Stroustrup Manufacturing
2840073,electronics,3-gate NOR Gate,22.46,346,Van Rossum Recycling
2843291,chemicals,Potassium Chloride - 5.5 M,26.15,28,Gosling Goods
2843292,chemicals,Hydrochloric Acid - 9.9 M,37.98,82,Newman Niceties
2843293,chemicals,Acetic Acid - 7.6 M,32.37,222,K+R Industries
2843294,chemicals,Hydrochloric Acid - 8.2 M,32.45,92,K+R Industries
2843295,chemicals,Sulfuric Acid - 8.7 M,7.21,87,Van Rossum Recycling
2843296,chemicals,Acetic Acid - 1.7 M,38.85,202,Hejlsberg Industries
2843297,chemicals,Acetic Acid - 9.1 M,26.66,131,Stroustrup Manufacturing
2843298,chemicals,Sodium Hydroxide - 14.4 M,14.69,280,Stroustrup Manufacturing
2843299,chemicals,Hydrochloric Acid - 7.8 M,4.33,325,Newman Niceties
2843300,chemicals,Hydrochloric Acid - 14.9 M,19.21,67,K+R Industries
2843301,chemicals,Hydrochloric Acid - 10.7 M,1.57,117,Gosling Goods
2843302,chemicals,Potassium Chloride - 14.1 M,18.81,121,Van Rossum Recycling
2843303,chemicals,Sodium Hydroxide - 1.6 M,22.47,272,Hejlsberg Industries
2843304,chemicals,Sulfuric Acid - 8.2 M,27.34,245,K+R Industries
2843305,chemicals,Acetic Acid - 13.9 M,28.72,105,Hejlsberg Industries
2843306,chemicals,Acetic Acid - 5.5 M,26.51,28,Newman Niceties
2843307,chemicals,Acetic Acid - 7.2 M,1.84,122,K+R Industries
2843308,chemicals,Acetic Acid - 8.6 M,27.22,43,Hejlsberg Industries
2843309,chemicals,Sulfuric Acid - 14.3 M,36.99,363,K+R Industries
2843310,chemicals,Hydrochloric Acid - 8.9 M,11.48,127,Stroustrup Manufacturing
2843311,chemicals,Potassium Chloride - 11.3 M,36.54,49,Van Rossum Recycling
2843312,chemicals,Hydrochloric Acid - 1.5 M,20.01,271,Newman Niceties
2843313,chemicals,Sulfuric Acid - 11.7 M,29.21,220,Gosling Goods
2843314,chemicals,Potassium Chloride - 12.9 M,15.18,269,Van Rossum Recycling
2843315,chemicals,Potassium Chloride - 0.2 M,37.81,154,Van Rossum Recycling
2843316,chemicals,Sulfurous Acid - 12.1 M,22.37,11,K+R Industries
2843317,chemicals,Potassium Chloride - 7.9 M,12.1,264,Hejlsberg Industries
2843318,chemicals,Sulfuric Acid - 6.0 M,21.71,387,Gosling Goods
2843319,chemicals,Sodium Hydroxide - 4.0 M,11.44,382,K+R Industries
2843320,chemicals,Acetic Acid - 2.0 M,11.31,182,Van Rossum Recycling
2843321,chemicals,Sodium Hydroxide - 1.5 M,35.97,269,Hejlsberg Industries
2843322,chemicals,Potassium Chloride - 0.9 M,4.24,213,Stroustrup Manufacturing
2843323,chemicals,Hydrochloric Acid - 5.4 M,3.51,153,Newman Niceties
2843324,chemicals,Acetic Acid - 12.5 M,7.83,385,Van Rossum Recycling
2843325,chemicals,Sulfurous Acid - 7.7 M,20.48,70,Gosling Goods
2843326,chemicals,Hydrochloric Acid - 12.4 M,37.28,180,Stroustrup Manufacturing
2843327,chemicals,Sodium Hydroxide - 7.3 M,6.41,215,Hejlsberg Industries
2843328,chemicals,Sulfuric Acid - 8.3 M,34.73,300,Stroustrup Manufacturing
2843329,chemicals,Sulfuric Acid - 4.3 M,9.1,385,K+R Industries
2843330,chemicals,Potassium Chloride - 13.5 M,14.61,53,Hejlsberg Industries
